# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 03:51:20 2026
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
#
kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2
K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.3870,0.0620,-0.3870,1.55,6.000e-02,-1.200e-01
K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,0.7050,0.0610,-0.3110,2.62,5.800e-01,-5.800e-01
K00876.01,,FALSE POSITIVE,FALSE POSITIVE,7.3610,46.9900,-1.3510,588.66,1.285e+02,-4.616e+01
K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,0.3270,0.0840,-0.3270,2.33,1.000e-01,-1.100e-01
K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,0.2860,0.1330,-0.2860,2.18,9.000e-02,-1.000e-01
K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.7060,0.0400,-0.5050,1.42,6.000e-02,-7.000e-02
K00121.01,,FALSE POSITIVE,FALSE POSITIVE,1.2230,11.0800,-0.2150,63.66,8.980e+00,-1.795e+01
K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,0.9260,0.0260,-0.5380,3.16,3.000e-01,-3.300e-01
K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,0.8330,0.0210,-0.5760,2.54,1.100e-01,-1.200e-01
K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,0.5370,0.0200,-0.4780,3.20,1.800e-01,-2.800e-01
K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,0.8360,0.1010,-0.6020,1.78,9.000e-02,-1.600e-01
K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,0.8990,0.0130,-0.6550,2.66,7.900e-01,-3.300e-01
K00894.01,,FALSE POSITIVE,FALSE POSITIVE,0.9420,0.0070,-0.0080,4.68,1.460e+00,-4.800e-01
K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,0.7310,0.1390,-0.4920,4.53,3.200e-01,-2.000e-01
K00882.01,,FALSE POSITIVE,FALSE POSITIVE,1.0910,11.8300,-0.0230,21.58,1.330e+00,-1.470e+00
K00883.01,,CANDIDATE,CANDIDATE,0.0010,0.0610,-0.0010,12.04,1.360e+00,-7.900e-01
K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,0.0490,0.2730,-0.0490,4.16,5.000e-01,-2.800e-01
K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,0.0000,0.3040,0.0000,3.13,2.000e-01,-1.700e-01
K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,0.4970,0.0150,-0.4400,2.92,3.500e-01,-1.900e-01
K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,0.2520,0.2200,-0.2520,1.74,2.000e-01,-1.200e-01
K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,0.1920,0.0960,-0.1920,1.72,1.300e-01,-2.000e-01
K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,0.0140,0.5180,-0.0140,1.29,1.000e-01,-1.500e-01
K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.2280,0.1760,-0.2280,1.30,1.000e-01,-1.500e-01
K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,0.7120,0.1750,-0.4770,2.45,7.700e-01,-2.500e-01
K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0.9080,0.0050,-0.6350,4.14,7.500e-01,-5.700e-01
K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.0690,0.0870,-0.0690,10.51,5.600e-01,-5.700e-01
K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,0.0180,0.1540,-0.0180,8.95,2.940e+00,-9.800e-01
K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,0.8620,0.0280,-0.5860,3.52,1.110e+00,-3.800e-01
K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.0750,0.1060,-0.0430,13.16,2.570e+00,-6.500e-01
K00901.01,,CANDIDATE,CANDIDATE,0.8110,0.0200,-0.0330,4.87,9.700e-01,-9.600e-01
K00902.01,,CANDIDATE,CANDIDATE,0.6580,0.0310,-0.0520,4.78,3.400e-01,-4.700e-01
K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,0.3440,0.0760,-0.1810,6.96,1.750e+00,-6.200e-01
K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,0.6900,0.0090,-0.5090,1.85,1.300e-01,-5.000e-02
K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.0630,0.4020,-0.0630,1.90,1.300e-01,-6.000e-02
K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,0.0080,0.3890,-0.0070,2.57,4.000e-01,-6.500e-01
K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.0280,0.2690,-0.0280,10.95,3.050e+00,-2.030e+00
K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,0.0430,0.3430,-0.0430,4.14,3.800e-01,-1.500e-01
K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,0.0300,0.3830,-0.0300,2.96,2.800e-01,-1.000e-01
K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,0.4370,0.0300,-0.0540,13.12,2.010e+00,-1.180e+00
K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,0.0900,0.3180,-0.0900,2.23,1.400e-01,-2.000e-01
K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,0.3510,0.0670,-0.3510,1.66,1.100e-01,-1.500e-01
K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,0.0200,0.3780,-0.0200,2.48,1.100e-01,-1.100e-01
K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,0.8860,0.0140,-0.6380,2.25,1.400e-01,-2.100e-01
K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.3340,0.1170,-0.3340,1.16,1.300e-01,-1.700e-01
K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.0010,0.4300,-0.0010,0.91,1.000e-01,-1.300e-01
K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.1150,0.3200,-0.1150,1.11,1.200e-01,-1.600e-01
K00900.01,Kepler-1730 b,CONFIRMED,CANDIDATE,0.7910,0.0330,-0.5430,4.56,1.330e+00,-8.800e-01
K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,0.9300,0.0040,-0.6670,2.85,8.000e-01,-3.400e-01
K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.9640,0.0090,-0.6790,3.43,9.600e-01,-4.200e-01
K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,0.2100,0.2170,-0.2100,2.34,4.400e-01,-4.300e-01
K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,0.6440,0.3060,-0.4450,1.18,2.100e-01,-2.200e-01
K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.0930,0.0140,-0.0760,10.55,2.400e+00,-8.700e-01
K00914.01,,CANDIDATE,CANDIDATE,0.6490,0.0530,-0.4760,1.87,3.600e-01,-1.500e-01
K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,0.0450,0.3930,-0.0450,1.85,1.300e-01,-5.000e-02
K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,0.6490,0.2300,-0.4130,1.62,1.100e-01,-5.000e-02
K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,0.7140,0.2040,-0.4730,1.75,1.100e-01,-6.000e-02
K00905.01,,FALSE POSITIVE,FALSE POSITIVE,0.9490,0.0050,-0.0040,4.33,9.800e-01,-3.900e-01
K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,0.4500,0.4110,-0.2550,2.47,1.000e-01,-2.000e-01
K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,0.6530,0.2650,-0.4440,2.43,1.000e-01,-1.900e-01
K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.0930,0.3650,-0.0930,1.08,4.000e-02,-9.000e-02
K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,0.3950,0.0080,-0.3950,2.72,2.700e-01,-2.400e-01
K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,0.8390,0.0000,-0.5940,3.14,3.200e-01,-2.700e-01
K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,0.1100,0.3420,-0.1100,1.36,1.400e-01,-1.200e-01
K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,0.1250,0.2850,-0.1250,3.09,4.900e-01,-7.800e-01
K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,0.0280,0.4180,-0.0280,2.64,2.700e-01,-2.300e-01
K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,0.0610,0.0630,-0.0610,10.60,2.850e+00,-2.560e+00
K00909.01,,FALSE POSITIVE,FALSE POSITIVE,9.3030,65.7500,-6.5940,540.37,3.925e+01,-5.842e+01
K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,0.3140,0.0720,-0.3140,2.68,3.600e-01,-1.900e-01
K00928.01,,CANDIDATE,CANDIDATE,0.0950,0.2390,-0.0950,2.42,2.400e-01,-1.200e-01
K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,0.5350,0.0340,-0.0530,9.66,3.270e+00,-1.310e+00
K00930.01,,FALSE POSITIVE,FALSE POSITIVE,1.2520,0.3690,-0.1080,24.54,4.890e+00,-1.960e+00
K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.3480,0.0270,-0.0390,13.61,3.800e+00,-1.350e+00
K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0.8640,0.0140,-0.5990,3.57,1.000e+00,-3.300e-01
K00125.01,Kepler-468 b,CONFIRMED,FALSE POSITIVE,0.0030,0.0340,-0.0030,13.26,1.780e+00,-5.900e-01
K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0.4080,0.0040,-0.0050,27.22,8.220e+00,-4.420e+00
K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,0.7990,0.0580,-0.5400,3.94,1.110e+00,-3.700e-01
K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0.9850,22.4500,-0.0290,4.37,1.060e+00,-5.700e-01
K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,0.0620,0.1030,-0.0420,10.98,7.200e-01,-9.900e-01
K00919.01,,FALSE POSITIVE,FALSE POSITIVE,0.2030,0.0080,-0.0110,29.66,9.260e+00,-3.310e+00
K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,0.7510,0.1660,-0.5000,2.60,4.700e-01,-1.900e-01
K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,0.1680,0.2670,-0.1680,2.53,3.600e-01,-1.900e-01
K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,0.2060,0.1920,-0.2060,2.95,4.200e-01,-2.200e-01
K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,0.6910,0.2160,-0.4660,1.70,2.500e-01,-1.200e-01
K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,0.9330,0.0380,-0.6860,2.94,6.300e-01,-3.900e-01
K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0230,0.0880,-0.0230,20.70,3.240e+00,-4.860e+00
K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,0.0010,0.3720,-0.0010,3.13,9.700e-01,-3.100e-01
K00924.01,,CANDIDATE,CANDIDATE,0.9380,0.0110,-0.6470,4.06,1.310e+00,-4.400e-01
K00925.01,,FALSE POSITIVE,FALSE POSITIVE,0.8860,0.0070,-0.0080,26.56,8.310e+00,-2.770e+00
K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,0.0320,0.3210,-0.0320,3.82,1.220e+00,-4.100e-01
K00927.01,,FALSE POSITIVE,FALSE POSITIVE,1.2450,0.1040,-0.0880,44.04,1.388e+01,-4.620e+00
K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,0.4330,0.0080,-0.4330,2.11,3.300e-01,-4.100e-01
K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,0.3410,0.0960,-0.3410,2.06,3.300e-01,-3.900e-01
K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,0.2710,0.1890,-0.2710,1.57,2.400e-01,-3.000e-01
K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,0.6460,0.2740,-0.4250,2.30,3.600e-01,-4.400e-01
K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,0.0410,0.2050,-0.0410,3.18,1.700e-01,-1.900e-01
K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.0790,0.0450,-0.0540,10.43,6.200e-01,-6.200e-01
K00933.01,,FALSE POSITIVE,FALSE POSITIVE,1.2340,16.2200,-0.2160,23.88,5.100e+00,-2.350e+00
K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,0.0330,0.3350,-0.0330,4.09,6.000e-01,-4.900e-01
K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,0.0210,0.4380,-0.0210,2.58,3.800e-01,-3.100e-01
K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,0.5080,0.0110,-0.4780,3.05,4.500e-01,-3.700e-01
K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,0.0660,0.2530,-0.0650,5.50,8.200e-01,-1.090e+00
K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,0.1420,0.1890,-0.1420,5.22,7.800e-01,-1.030e+00
K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,0.1470,0.2760,-0.1470,4.00,6.000e-01,-7.900e-01
K00935.04,,CANDIDATE,CANDIDATE,0.3310,0.0810,-0.3310,1.94,2.900e-01,-3.800e-01
K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,0.0810,0.2610,-0.0810,2.13,1.900e-01,-2.500e-01
K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.0090,0.3980,-0.0090,1.24,1.000e-01,-1.500e-01
K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,0.5660,0.0090,-0.0090,10.62,1.440e+00,-7.300e-01
K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,0.2560,0.1660,-0.2560,2.74,6.900e-01,-2.200e-01
K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,0.0350,0.4000,-0.0350,3.12,4.400e-01,-4.300e-01
K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,0.0370,0.4250,-0.0370,1.45,2.000e-01,-2.000e-01
K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,0.5030,0.4480,-0.2940,1.78,2.400e-01,-2.500e-01
K00145.01,,FALSE POSITIVE,FALSE POSITIVE,0.9220,0.0050,-0.0070,39.00,1.100e+00,-9.390e+00
K01102.02,Kepler-24 b,CONFIRMED,CANDIDATE,0.9650,0.0180,-0.5210,3.43,5.000e-01,-7.000e-01
K01102.03,Kepler-24 e,CONFIRMED,CANDIDATE,1.3000,73.1700,-6.9380,43.17,6.370e+00,-8.740e+00
K01102.04,Kepler-24 d,CONFIRMED,CANDIDATE,0.9490,0.0000,-0.7110,2.07,3.000e-01,-4.200e-01
K01103.01,,CANDIDATE,CANDIDATE,0.6980,0.0790,-0.4150,7.12,2.410e+00,-8.000e-01
K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,0.0680,0.3280,-0.0680,2.32,1.900e-01,-2.000e-01
K01168.01,,CANDIDATE,CANDIDATE,0.1158,0.2441,-0.1157,3.87,1.940e+00,-7.500e-01
K01169.01,,CANDIDATE,CANDIDATE,0.1540,0.2710,-0.1540,1.32,1.900e-01,-6.000e-02
K01170.01,Kepler-1739 b,CONFIRMED,CANDIDATE,0.1850,0.2690,-0.1850,1.84,4.000e-01,-1.400e-01
K01171.01,,FALSE POSITIVE,FALSE POSITIVE,1.2962,0.1082,-0.2590,35.74,1.408e+01,-3.490e+00
K00966.01,,FALSE POSITIVE,FALSE POSITIVE,1.2460,0.6320,-0.0640,59.56,3.457e+01,-3.805e+01
K00967.01,,FALSE POSITIVE,FALSE POSITIVE,1.0200,0.2370,-0.0410,23.60,7.060e+00,-2.340e+00
K00968.01,,FALSE POSITIVE,FALSE POSITIVE,0.9680,0.0170,-0.0310,5.06,5.200e-01,-2.100e+00
K00969.01,,FALSE POSITIVE,FALSE POSITIVE,0.9940,0.2430,-0.0070,13.66,4.260e+00,-2.300e+00
K00970.01,,CANDIDATE,CANDIDATE,0.0600,0.3640,-0.0600,34.39,4.710e+00,-1.099e+01
K00971.01,,CANDIDATE,CANDIDATE,1.2630,,,133.56,2.598e+01,-7.791e+01
K01044.01,,FALSE POSITIVE,FALSE POSITIVE,1.2260,0.4830,-0.1670,23.61,5.280e+00,-2.850e+00
K01045.01,,FALSE POSITIVE,FALSE POSITIVE,1.2580,0.3340,-0.1780,27.85,7.530e+00,-3.250e+00
K01046.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K01047.01,,FALSE POSITIVE,FALSE POSITIVE,1.2280,0.6110,-0.1070,23.35,7.020e+00,-2.340e+00
K00014.01,,FALSE POSITIVE,FALSE POSITIVE,2.6410,10.9900,-0.7070,403.59,8.599e+01,-1.050e+02
K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,0.6520,0.0320,-0.0570,7.67,1.330e+00,-1.200e+00
K01104.01,,FALSE POSITIVE,FALSE POSITIVE,0.2160,0.2510,-0.2160,1.25,1.200e-01,-7.000e-02
K01105.01,,FALSE POSITIVE,FALSE POSITIVE,0.7080,0.2250,-0.4970,7.47,8.900e-01,-2.500e+00
K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,0.0970,0.3430,-0.0970,2.47,3.900e-01,-2.300e-01
K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,0.5330,0.0180,-0.4720,1.62,2.500e-01,-1.500e-01
K01107.01,,FALSE POSITIVE,FALSE POSITIVE,1.1690,0.1110,-0.1780,17.12,5.060e+00,-1.600e+00
K01108.01,Kepler-770 b,CONFIRMED,CANDIDATE,0.8060,0.0250,-0.5560,13.92,2.000e+00,-4.660e+00
K01172.01,,FALSE POSITIVE,FALSE POSITIVE,0.7360,0.3570,-0.2260,3.22,6.100e-01,-1.050e+00
K01173.01,,FALSE POSITIVE,FALSE POSITIVE,0.7150,0.2190,-0.4760,1.19,3.600e-01,-1.600e-01
K01174.01,,CANDIDATE,CANDIDATE,0.7127,0.1831,-0.1239,2.99,1.600e-01,-2.100e-01
K01175.01,Kepler-784 b,CONFIRMED,CANDIDATE,0.2830,0.1440,-0.2830,1.78,2.800e-01,-4.100e-01
K01175.02,Kepler-784 c,CONFIRMED,CANDIDATE,0.2380,0.2180,-0.2380,1.55,2.400e-01,-3.600e-01
K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,0.3370,0.2250,-0.1650,8.78,1.430e+00,-2.130e+00
K00972.01,,CONFIRMED,CANDIDATE,0.0420,0.2710,-0.0420,8.25,4.500e-01,-2.500e+00
K00133.01,,FALSE POSITIVE,FALSE POSITIVE,0.7660,0.0120,-0.0190,7.48,2.170e+00,-1.170e+00
K00972.02,,CANDIDATE,CANDIDATE,0.0050,0.3970,-0.0050,2.78,1.500e-01,-8.400e-01
K00974.01,,CANDIDATE,CANDIDATE,0.4600,0.0020,-0.4410,2.52,1.600e-01,-1.200e-01
K00975.01,Kepler-21 b,CONFIRMED,CANDIDATE,0.8930,0.0050,-0.6440,1.69,1.100e-01,-9.000e-02
K00976.01,,FALSE POSITIVE,FALSE POSITIVE,1.1970,6.7080,-0.0130,78.54,2.585e+01,-1.107e+01
K01048.01,,FALSE POSITIVE,FALSE POSITIVE,1.2130,12.1100,-0.0900,14.71,1.420e+00,-2.120e+00
K01049.01,,FALSE POSITIVE,FALSE POSITIVE,0.1130,0.3570,-0.1130,1.45,3.300e-01,-1.300e-01
K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,0.4120,0.0510,-0.3980,1.41,1.000e-01,-6.000e-02
K01050.02,Kepler-755 c,CONFIRMED,CANDIDATE,0.6980,0.0160,-0.5030,1.36,1.000e-01,-6.000e-02
K01051.01,Kepler-1734 b,CONFIRMED,CANDIDATE,0.6200,0.3300,-0.3890,2.01,6.200e-01,-2.000e-01
K00146.01,,FALSE POSITIVE,FALSE POSITIVE,1.2760,0.3750,-0.1590,67.37,1.641e+01,-3.046e+01
K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,0.1360,0.3390,-0.1360,5.88,8.500e-01,-1.970e+00
K01108.03,Kepler-770 d,CONFIRMED,CANDIDATE,0.6390,0.2800,-0.4480,7.62,1.090e+00,-2.550e+00
K01109.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,
K01110.01,Kepler-771 b,CONFIRMED,CANDIDATE,0.3140,0.1330,-0.3140,1.59,5.200e-01,-1.700e-01
K01111.01,,FALSE POSITIVE,FALSE POSITIVE,0.6900,0.2480,-0.4570,1.81,5.000e-01,-1.500e-01
K00151.01,,CANDIDATE,CANDIDATE,0.9630,0.0130,-0.0080,5.24,1.640e+00,-7.000e-01
K01177.01,,FALSE POSITIVE,FALSE POSITIVE,1.1450,7.0900,-0.6560,25.89,4.320e+00,-2.020e+00
K01178.01,,FALSE POSITIVE,FALSE POSITIVE,0.7850,0.0060,-0.0070,16.91,6.010e+00,-2.000e+00
K01179.01,,FALSE POSITIVE,FALSE POSITIVE,1.0180,1.8730,-0.1010,56.44,9.300e+00,-1.395e+01
K01180.01,,FALSE POSITIVE,FALSE POSITIVE,0.6630,0.0060,-0.0030,11.36,1.160e+00,-1.160e+00
K01181.01,,FALSE POSITIVE,FALSE POSITIVE,1.2240,0.5080,-0.0930,33.65,8.940e+00,-5.490e+00
K00977.01,,FALSE POSITIVE,FALSE POSITIVE,1.2030,0.5600,-0.1370,430.99,1.361e+02,-4.862e+01
K00978.01,,FALSE POSITIVE,FALSE POSITIVE,1.2280,0.2490,-0.1100,71.39,8.600e+00,-2.006e+01
K00979.01,,FALSE POSITIVE,FALSE POSITIVE,1.1870,7.0120,-0.2530,2436.69,4.975e+02,-8.085e+02
K00980.01,,FALSE POSITIVE,FALSE POSITIVE,1.2720,2.3250,-0.1880,68.02,1.594e+01,-1.449e+01
K00981.01,,FALSE POSITIVE,FALSE POSITIVE,0.0303,0.4566,-0.0298,2.98,6.000e-02,-6.000e-02
K00982.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,,,1.56,1.300e-01,-1.200e-01
K00134.01,,CONFIRMED,CANDIDATE,0.7280,0.0170,-0.4510,12.10,2.250e+00,-2.760e+00
K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,0.2020,0.2510,-0.2020,2.54,3.800e-01,-4.100e-01
K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,0.0770,0.3880,-0.0770,1.67,2.500e-01,-2.700e-01
K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,0.0270,0.4100,-0.0270,2.39,3.500e-01,-3.800e-01
K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,0.6700,0.2920,-0.4430,2.39,3.500e-01,-3.900e-01
K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,0.2860,0.1720,-0.2860,1.54,2.300e-01,-2.200e-01
K01112.01,Kepler-1736 b,CONFIRMED,CANDIDATE,0.0610,0.3370,-0.0610,2.33,7.200e-01,-2.900e-01
K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,0.0140,0.4090,-0.0140,2.48,4.200e-01,-3.400e-01
K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,0.0580,0.3690,-0.0570,2.73,4.700e-01,-3.700e-01
K01114.01,,FALSE POSITIVE,FALSE POSITIVE,1.1950,53.6700,-0.1250,25.20,6.770e+00,-3.940e+00
K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,0.0910,0.3470,-0.0910,2.03,3.000e-01,-3.400e-01
K01182.01,,FALSE POSITIVE,FALSE POSITIVE,0.9370,0.0460,-0.0210,8.96,2.490e+00,-1.060e+00
K01183.01,,FALSE POSITIVE,FALSE POSITIVE,0.9430,0.0050,-0.0040,5.09,1.210e+00,-4.400e-01
K01184.01,,FALSE POSITIVE,FALSE POSITIVE,1.2530,0.9140,-0.1280,19.00,1.900e+00,-2.520e+00
K01185.01,,FALSE POSITIVE,FALSE POSITIVE,1.2700,3.0960,-0.1040,97.27,1.614e+01,-3.763e+01
K01186.01,,FALSE POSITIVE,FALSE POSITIVE,1.2980,5.1170,-0.1610,34.14,8.440e+00,-3.600e+00
K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,0.0650,0.1130,-0.0650,7.14,1.330e+00,-1.090e+00
K00983.01,,FALSE POSITIVE,FALSE POSITIVE,0.9848,0.1273,-0.0388,7.41,5.460e+00,-9.900e-01
K00984.01,Kepler-1973 b,CONFIRMED,CANDIDATE,0.3740,0.0830,-0.3740,2.29,2.200e-01,-1.000e-01
K00985.01,,FALSE POSITIVE,FALSE POSITIVE,0.2420,0.2150,-0.2420,1.42,2.900e-01,-1.900e-01
K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,0.3770,0.0700,-0.3770,1.92,1.300e-01,-1.400e-01
K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,0.0150,0.4640,-0.0150,1.75,1.100e-01,-1.300e-01
K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,0.4260,0.4530,-0.2710,1.67,2.900e-01,-2.600e-01
K01054.01,,FALSE POSITIVE,FALSE POSITIVE,0.4722,0.0095,-0.4661,15.33,2.900e+00,-8.170e+00
K01055.01,,FALSE POSITIVE,FALSE POSITIVE,1.2460,70.6000,-0.1020,38.60,1.156e+01,-1.156e+01
K01056.01,,FALSE POSITIVE,FALSE POSITIVE,1.1117,0.1313,-0.0722,20.42,9.550e+00,-4.140e+00
K01057.01,,FALSE POSITIVE,FALSE POSITIVE,0.6740,0.2390,-0.4290,0.98,2.000e-01,-2.500e-01
K00147.01,,FALSE POSITIVE,FALSE POSITIVE,1.2740,70.8600,-0.5290,40.15,1.209e+01,-6.530e+00
K01116.01,Kepler-773 b,CONFIRMED,CANDIDATE,0.9420,0.0210,-0.6820,1.68,2.600e-01,-1.300e-01
K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,0.0200,0.4320,-0.0200,3.51,3.600e-01,-1.010e+00
K01118.01,,CANDIDATE,CANDIDATE,0.9930,0.0390,-0.7140,2.67,4.200e-01,-3.100e-01
K01119.01,,FALSE POSITIVE,FALSE POSITIVE,0.0400,0.4230,-0.0400,0.65,1.400e-01,-7.000e-02
K01193.01,,CANDIDATE,CANDIDATE,0.9680,0.4230,-0.0450,10.40,2.820e+00,-1.890e+00
K01194.01,Kepler-415 c,CONFIRMED,CANDIDATE,0.0630,0.4180,-0.0630,2.01,1.500e-01,-6.000e-02
K01194.02,,CANDIDATE,CANDIDATE,0.3240,0.1430,-0.3240,1.57,1.200e-01,-5.000e-02
K01194.03,Kepler-415 b,CONFIRMED,CANDIDATE,0.1420,0.3120,-0.1420,1.23,1.000e-01,-3.000e-02
